Id,Ax,Ay,Yaw_rate,Vx,Steer,Slip_FL,Slip_FR,Slip_RL,Slip_RR,Beta
23,1.942492653,-1.17E-15,-2.50E-15,96.99128655,2.07E-14,0.014689371,0.014689371,-0.000496561,-0.000496561,2.91E-16
24,1.942492653,-1.17E-15,-2.50E-15,96.99128655,2.07E-14,0.014689371,0.014689371,-0.000496561,-0.000496561,2.91E-16
25,1.905444357,-8.29E-16,2.48E-15,97.26905375,9.78E-15,0.014452329,0.014452329,-0.000494378,-0.000494378,2.38E-16
26,1.905444357,-8.29E-16,2.48E-15,97.26905375,9.78E-15,0.014452329,0.014452329,-0.000494378,-0.000494378,2.38E-16
27,1.849077448,6.51E-16,3.39E-15,97.53955123,5.05E-15,0.014033183,0.014033183,-0.00049022,-0.00049022,1.15E-16
28,1.849077448,6.51E-16,3.39E-15,97.53955123,5.05E-15,0.014033183,0.014033183,-0.00049022,-0.00049022,1.15E-16
29,1.805095754,2.24E-16,1.04E-15,97.80258759,9.98E-15,0.01369833,0.01369833,-0.000486527,-0.000486527,4.63E-17
30,1.805095754,2.24E-16,1.04E-15,97.80258759,9.98E-15,0.01369833,0.01369833,-0.000486527,-0.000486527,4.63E-17
31,1.782728941,1.68E-15,7.82E-15,98.06083488,-7.73E-15,0.013529878,0.013529878,-0.000484635,-0.000484635,-2.78E-17
32,1.782728941,1.68E-15,7.82E-15,98.06083488,-7.73E-15,0.013529878,0.013529878,-0.000484635,-0.000484635,-2.78E-17
33,1.7778161,-1.34E-15,-3.82E-16,98.31720929,6.42E-15,0.013498396,0.013498396,-0.00048458,-0.00048458,-2.54E-16
34,1.7778161,-1.34E-15,-3.82E-16,98.31720929,6.42E-15,0.013498396,0.013498396,-0.00048458,-0.00048458,-2.54E-16
35,1.781859171,1.63E-15,-1.77E-15,98.57362294,1.03E-14,0.013538685,0.013538685,-0.000485532,-0.000485532,-1.84E-16
36,1.781859171,1.63E-15,-1.77E-15,98.57362294,1.03E-14,0.013538685,0.013538685,-0.000485532,-0.000485532,-1.84E-16
37,1.787684621,7.42E-16,3.56E-15,98.83081472,-2.18E-15,0.013594505,0.013594505,-0.000486628,-0.000486628,-3.14E-17
38,1.787684621,7.42E-16,3.56E-15,98.83081472,-2.18E-15,0.013594505,0.013594505,-0.000486628,-0.000486628,-3.14E-17
39,1.791432784,3.27E-17,1.82E-15,99.08872246,-1.17E-15,0.013634594,0.013634594,-0.000487446,-0.000487446,-1.17E-16
40,1.791432784,3.27E-17,1.82E-15,99.08872246,-1.17E-15,0.013634594,0.013634594,-0.000487446,-0.000487446,-1.17E-16
41,1.792176428,7.37E-16,1.90E-15,99.34695186,-3.28E-15,0.013650976,0.013650976,-0.000487928,-0.000487928,-1.52E-16
42,1.792176428,7.37E-16,1.90E-15,99.34695186,-3.28E-15,0.013650976,0.013650976,-0.000487928,-0.000487928,-1.52E-16
43,1.790647877,-7.98E-16,-2.99E-15,99.60511083,6.66E-15,0.013649431,0.013649431,-0.000488161,-0.000488161,-1.99E-16
44,1.790647877,-7.98E-16,-2.99E-15,99.60511083,6.66E-15,0.013649431,0.013649431,-0.000488161,-0.000488161,-1.99E-16
45,1.788041428,5.65E-16,-2.34E-15,99.86295793,9.12E-15,0.013639627,0.013639627,-0.000488259,-0.000488259,-9.75E-17
46,1.788041428,5.65E-16,-2.34E-15,99.86295793,9.12E-15,0.013639627,0.013639627,-0.000488259,-0.000488259,-9.75E-17
47,1.785307915,2.74E-16,-3.16E-15,100.1204116,1.36E-14,0.013629068,0.013629068,-0.000488324,-0.000488324,2.00E-17
48,1.785307915,2.74E-16,-3.16E-15,100.1204116,1.36E-14,0.013629068,0.013629068,-0.000488324,-0.000488324,2.00E-17
49,1.782921931,1.28E-16,1.94E-15,100.3774934,1.54E-15,0.01362134,0.01362134,-0.000488408,-0.000488408,4.55E-17
50,1.782921931,1.28E-16,1.94E-15,100.3774934,1.54E-15,0.01362134,0.01362134,-0.000488408,-0.000488408,4.55E-17
51,1.780963613,-3.71E-17,-1.64E-15,100.6342628,6.86E-15,0.013616947,0.013616947,-0.000488526,-0.000488526,-3.39E-17
52,1.780963613,-3.71E-17,-1.64E-15,100.6342628,6.86E-15,0.013616947,0.013616947,-0.000488526,-0.000488526,-3.39E-17
53,1.779308583,2.39E-16,-2.13E-15,100.8907739,1.14E-14,0.013614884,0.013614884,-0.000488667,-0.000488667,9.20E-17
54,1.779308583,2.39E-16,-2.13E-15,100.8907739,1.14E-14,0.013614884,0.013614884,-0.000488667,-0.000488667,9.20E-17
55,1.777786805,-9.99E-16,-2.49E-15,101.147058,1.46E-14,0.013613846,0.013613846,-0.000488813,-0.000488813,1.60E-16
56,1.777786805,-9.99E-16,-2.49E-15,101.147058,1.46E-14,0.013613846,0.013613846,-0.000488813,-0.000488813,1.60E-16
57,1.776273578,-6.93E-16,1.82E-15,101.4031245,4.27E-15,0.013612886,0.013612886,-0.000488953,-0.000488953,9.65E-17
58,1.776273578,-6.93E-16,1.82E-15,101.4031245,4.27E-15,0.013612886,0.013612886,-0.000488953,-0.000488953,9.65E-17
59,1.774711616,1.38E-15,3.38E-15,101.6589697,-2.65E-15,0.013611576,0.013611576,-0.00048908,-0.00048908,2.92E-17
60,1.774711616,1.38E-15,3.38E-15,101.6589697,-2.65E-15,0.013611576,0.013611576,-0.00048908,-0.00048908,2.92E-17
61,1.773095697,4.00E-16,6.73E-15,101.9145858,-1.57E-14,0.013609884,0.013609884,-0.000489195,-0.000489195,-1.15E-16
62,1.773095697,4.00E-16,6.73E-15,101.9145858,-1.57E-14,0.013609884,0.013609884,-0.000489195,-0.000489195,-1.15E-16
63,1.771445934,-1.11E-15,2.14E-15,102.1699663,-1.13E-14,0.013607957,0.013607957,-0.000489303,-0.000489303,-3.68E-16
64,1.771445934,-1.11E-15,2.14E-15,102.1699663,-1.13E-14,0.013607957,0.013607957,-0.000489303,-0.000489303,-3.68E-16
65,1.769785271,8.67E-16,-3.02E-15,102.4251081,2.95E-15,0.013605971,0.013605971,-0.000489402,-0.000489402,-2.64E-16
66,1.769785271,8.67E-16,-3.02E-15,102.4251081,2.95E-15,0.013605971,0.013605971,-0.000489402,-0.000489402,-2.64E-16
67,1.768129994,8.85E-17,-5.74E-16,102.6800107,-4.47E-15,0.013604042,0.013604042,-0.000489499,-0.000489499,-1.90E-16
68,1.768129994,8.85E-17,-5.74E-16,102.6800107,-4.47E-15,0.013604042,0.013604042,-0.000489499,-0.000489499,-1.90E-16
69,1.766486281,3.94E-17,5.20E-16,102.9346757,-8.25E-15,0.013602217,0.013602217,-0.000489592,-0.000489592,-1.68E-16
70,1.766486281,3.94E-17,5.20E-16,102.9346757,-8.25E-15,0.013602217,0.013602217,-0.000489592,-0.000489592,-1.68E-16
71,1.764852788,5.00E-16,4.06E-15,103.1891045,-1.74E-14,0.013600489,0.013600489,-0.000489686,-0.000489686,-1.88E-16
72,1.764852788,5.00E-16,4.06E-15,103.1891045,-1.74E-14,0.013600489,0.013600489,-0.000489686,-0.000489686,-1.88E-16
73,1.763226599,-2.19E-16,-1.40E-15,103.4432986,-6.02E-15,0.013598832,0.013598832,-0.000489775,-0.000489775,-1.96E-16
74,1.763226599,-2.19E-16,-1.40E-15,103.4432986,-6.02E-15,0.013598832,0.013598832,-0.000489775,-0.000489775,-1.96E-16
75,1.761603877,-5.32E-16,-1.62E-15,103.6972586,-6.01E-15,0.013597217,0.013597217,-0.000489862,-0.000489862,-1.72E-16
76,1.761603877,-5.32E-16,-1.62E-15,103.6972586,-6.01E-15,0.013597217,0.013597217,-0.000489862,-0.000489862,-1.72E-16
77,1.759982189,1.36E-15,-2.69E-15,103.9509849,-5.14E-16,0.013595627,0.013595627,-0.000489947,-0.000489947,-1.20E-16
78,1.759982189,1.36E-15,-2.69E-15,103.9509849,-5.14E-16,0.013595627,0.013595627,-0.000489947,-0.000489947,-1.20E-16
79,1.758360513,-8.88E-16,-4.96E-15,104.2044775,8.20E-15,0.013594052,0.013594052,-0.000490029,-0.000490029,-9.91E-19
80,1.758360513,-8.88E-16,-4.96E-15,104.2044775,8.20E-15,0.013594052,0.013594052,-0.000490029,-0.000490029,-9.91E-19
81,1.756739179,5.97E-16,-3.54E-15,104.4577364,1.09E-14,0.013592493,0.013592493,-0.000490109,-0.000490109,1.54E-16
82,1.756739179,5.97E-16,-3.54E-15,104.4577364,1.09E-14,0.013592493,0.013592493,-0.000490109,-0.000490109,1.54E-16
83,1.755117566,1.94E-17,-3.74E-15,104.7107617,1.79E-14,0.013590949,0.013590949,-0.000490186,-0.000490186,2.83E-16
84,1.755117566,1.94E-17,-3.74E-15,104.7107617,1.79E-14,0.013590949,0.013590949,-0.000490186,-0.000490186,2.83E-16
85,1.753496343,-1.82E-15,-3.42E-15,104.9635533,2.10E-14,0.013589424,0.013589424,-0.000490263,-0.000490263,3.62E-16
86,1.753496343,-1.82E-15,-3.42E-15,104.9635533,2.10E-14,0.013589424,0.013589424,-0.000490263,-0.000490263,3.62E-16
87,1.751875772,-7.73E-16,-8.50E-15,105.2161113,4.30E-14,0.013587918,0.013587918,-0.000490341,-0.000490341,5.57E-16
88,1.751875772,-7.73E-16,-8.50E-15,105.2161113,4.30E-14,0.013587918,0.013587918,-0.000490341,-0.000490341,5.57E-16
89,1.750255529,-5.43E-16,-3.52E-15,105.4684359,3.93E-14,0.013586429,0.013586429,-0.000490415,-0.000490415,7.69E-16
90,1.750255529,-5.43E-16,-3.52E-15,105.4684359,3.93E-14,0.013586429,0.013586429,-0.000490415,-0.000490415,7.69E-16
91,1.748635209,-2.14E-15,-1.21E-15,105.720527,4.05E-14,0.013584956,0.013584956,-0.000490488,-0.000490488,7.82E-16
92,1.748635209,-2.14E-15,-1.21E-15,105.720527,4.05E-14,0.013584956,0.013584956,-0.000490488,-0.000490488,7.82E-16
93,1.747012214,-8.67E-16,3.46E-15,105.9723845,3.11E-14,0.013583477,0.013583477,-0.000490559,-0.000490559,7.71E-16
94,1.747012214,-8.67E-16,3.46E-15,105.9723845,3.11E-14,0.013583477,0.013583477,-0.000490559,-0.000490559,7.71E-16
95,1.745332369,-4.40E-16,4.37E-15,106.2240049,2.60E-14,0.013581628,0.013581628,-0.000490623,-0.000490623,5.44E-16
96,1.745332369,-4.40E-16,4.37E-15,106.2240049,2.60E-14,0.013581628,0.013581628,-0.000490623,-0.000490623,5.44E-16
97,1.743582335,-1.29E-16,1.02E-14,106.475378,6.08E-15,0.013579297,0.013579297,-0.000490678,-0.000490678,2.16E-16
98,1.743582335,-1.29E-16,1.02E-14,106.475378,6.08E-15,0.013579297,0.013579297,-0.000490678,-0.000490678,2.16E-16
99,1.741791276,7.73E-16,5.73E-15,106.7264954,1.19E-14,0.013576665,0.013576665,-0.000490727,-0.000490727,-7.95E-17
100,1.741791276,7.73E-16,5.73E-15,106.7264954,1.19E-14,0.013576665,0.013576665,-0.000490727,-0.000490727,-7.95E-17
101,1.739985676,1.39E-15,1.05E-14,106.9773534,-7.52E-15,0.013573929,0.013573929,-0.000490776,-0.000490776,-3.10E-16
102,1.739985676,1.39E-15,1.05E-14,106.9773534,-7.52E-15,0.013573929,0.013573929,-0.000490776,-0.000490776,-3.10E-16
103,1.738185508,1.35E-15,6.17E-15,107.2279516,-4.72E-15,0.013571235,0.013571235,-0.000490822,-0.000490822,-5.62E-16
104,1.738185508,1.35E-15,6.17E-15,107.2279516,-4.72E-15,0.013571235,0.013571235,-0.000490822,-0.000490822,-5.62E-16
105,1.736395692,1.41E-15,3.53E-15,107.4782911,-3.48E-15,0.01356863,0.01356863,-0.00049087,-0.00049087,-5.76E-16
106,1.736395692,1.41E-15,3.53E-15,107.4782911,-3.48E-15,0.01356863,0.01356863,-0.00049087,-0.00049087,-5.76E-16
107,1.734614397,-3.19E-16,8.38E-16,107.7283733,-1.08E-15,0.013566105,0.013566105,-0.000490918,-0.000490918,-5.55E-16
108,1.734614397,-3.19E-16,8.38E-16,107.7283733,-1.08E-15,0.013566105,0.013566105,-0.000490918,-0.000490918,-5.55E-16
109,1.732837154,1.68E-15,5.73E-15,107.9781992,-2.02E-14,0.013563625,0.013563625,-0.000490964,-0.000490964,-5.06E-16
110,1.732837154,1.68E-15,5.73E-15,107.9781992,-2.02E-14,0.013563625,0.013563625,-0.000490964,-0.000490964,-5.06E-16
111,1.731059639,-5.68E-16,1.45E-16,108.2277691,-1.08E-14,0.01356116,0.01356116,-0.000491012,-0.000491012,-6.57E-16
112,1.731059639,-5.68E-16,1.45E-16,108.2277691,-1.08E-14,0.01356116,0.01356116,-0.000491012,-0.000491012,-6.57E-16
113,1.729280013,3.04E-15,3.30E-15,108.4770826,-2.46E-14,0.013558688,0.013558688,-0.000491059,-0.000491059,-5.51E-16
114,1.729280013,3.04E-15,3.30E-15,108.4770826,-2.46E-14,0.013558688,0.013558688,-0.000491059,-0.000491059,-5.51E-16
115,1.727497221,-7.60E-16,-8.51E-16,108.7261395,-1.74E-14,0.013556208,0.013556208,-0.000491103,-0.000491103,-5.22E-16
116,1.727497221,-7.60E-16,-8.51E-16,108.7261395,-1.74E-14,0.013556208,0.013556208,-0.000491103,-0.000491103,-5.22E-16
117,1.725711637,-1.12E-15,-7.63E-15,108.9749393,2.74E-17,0.013553717,0.013553717,-0.000491148,-0.000491148,-4.22E-16
118,1.725711637,-1.12E-15,-7.63E-15,108.9749393,2.74E-17,0.013553717,0.013553717,-0.000491148,-0.000491148,-4.22E-16
119,1.723924104,-3.98E-16,-8.90E-15,109.2234816,1.09E-14,0.013551226,0.013551226,-0.000491191,-0.000491191,-1.19E-16
120,1.723924104,-3.98E-16,-8.90E-15,109.2234816,1.09E-14,0.013551226,0.013551226,-0.000491191,-0.000491191,-1.19E-16
121,1.722135475,6.56E-16,-8.68E-15,109.4717663,1.75E-14,0.013548735,0.013548735,-0.000491234,-0.000491234,3.38E-16
122,1.722135475,6.56E-16,-8.68E-15,109.4717663,1.75E-14,0.013548735,0.013548735,-0.000491234,-0.000491234,3.38E-16
123,1.720345547,-2.96E-15,-2.24E-15,109.7197931,6.37E-15,0.013546249,0.013546249,-0.000491275,-0.000491275,4.35E-16
124,1.720345547,-2.96E-15,-2.24E-15,109.7197931,6.37E-15,0.013546249,0.013546249,-0.000491275,-0.000491275,4.35E-16
125,1.718554146,8.76E-16,5.84E-15,109.967562,-1.34E-14,0.013543769,0.013543769,-0.000491318,-0.000491318,2.83E-16
126,1.718554146,8.76E-16,5.84E-15,109.967562,-1.34E-14,0.013543769,0.013543769,-0.000491318,-0.000491318,2.83E-16
127,1.716762274,-7.82E-16,7.30E-15,110.2150726,-2.37E-14,0.013541293,0.013541293,-0.00049136,-0.00049136,-5.30E-17
128,1.716762274,-7.82E-16,7.30E-15,110.2150726,-2.37E-14,0.013541293,0.013541293,-0.00049136,-0.00049136,-5.30E-17
129,1.668878258,-1.69E-15,6.27E-15,110.461237,-3.03E-14,0.013228908,0.013228908,-0.000487033,-0.000487033,-4.17E-16
130,1.668878258,-1.69E-15,6.27E-15,110.461237,-3.03E-14,0.013228908,0.013228908,-0.000487033,-0.000487033,-4.17E-16
131,1.032329348,7.76E-16,2.05E-16,110.6652212,-1.87E-14,0.00897788,0.00897788,-0.000495127,-0.000495127,-5.52E-16
132,1.032329348,7.76E-16,2.05E-16,110.6652212,-1.87E-14,0.00897788,0.00897788,-0.000495127,-0.000495127,-5.52E-16
133,-0.044377021,1.50E-15,8.43E-16,110.7412294,-2.00E-14,0.002823874,0.002823874,-0.002066684,-0.002066684,-4.39E-16
134,-0.044377021,1.50E-15,8.43E-16,110.7412294,-2.00E-14,0.002823874,0.002823874,-0.002066684,-0.002066684,-4.39E-16
135,-1.682287034,-6.24E-16,5.40E-16,110.6242734,-2.08E-14,-0.005109763,-0.005109763,-0.006504889,-0.006504889,-4.43E-16
136,-1.682287034,-6.24E-16,5.40E-16,110.6242734,-2.08E-14,-0.005109763,-0.005109763,-0.006504889,-0.006504889,-4.43E-16
137,-4.016807502,1.28E-15,-3.58E-15,110.223038,-1.29E-14,-0.016030108,-0.016030108,-0.012581266,-0.012581266,-4.08E-16
138,-4.016807502,1.28E-15,-3.58E-15,110.223038,-1.29E-14,-0.016030108,-0.016030108,-0.012581266,-0.012581266,-4.08E-16
139,-6.635670033,6.27E-17,-8.36E-15,109.4552846,3.35E-15,-0.038037825,-0.038037825,-0.023535156,-0.023535156,-9.70E-17
140,-6.635670033,6.27E-17,-8.36E-15,109.4552846,3.35E-15,-0.038037825,-0.038037825,-0.023535156,-0.023535156,-9.70E-17
141,-8.182754647,-2.79E-16,-6.47E-15,108.3636872,4.34E-15,-0.09994612,-0.09994612,-0.052238675,-0.052238675,1.92E-16
142,-8.182754647,-2.79E-16,-6.47E-15,108.3636872,4.34E-15,-0.09994612,-0.09994612,-0.052238675,-0.052238675,1.92E-16
143,-8.294144291,-2.50E-16,-5.12E-15,107.1741414,5.50E-15,-0.151814599,-0.151814599,-0.120037295,-0.120037295,3.97E-16
144,-8.294144291,-2.50E-16,-5.12E-15,107.1741414,5.50E-15,-0.151814599,-0.151814599,-0.120037295,-0.120037295,3.97E-16
145,-8.160645219,7.37E-16,-1.17E-14,105.9916386,2.79E-14,-0.057733732,-0.057733732,-0.127804241,-0.127804241,6.90E-16
146,-8.160645219,7.37E-16,-1.17E-14,105.9916386,2.79E-14,-0.057733732,-0.057733732,-0.127804241,-0.127804241,6.90E-16
147,-8.753505241,-6.32E-16,2.59E-16,104.7472879,7.37E-15,-0.139617482,-0.139617482,-0.045756483,-0.045756483,8.33E-16
148,-8.753505241,-6.32E-16,2.59E-16,104.7472879,7.37E-15,-0.139617482,-0.139617482,-0.045756483,-0.045756483,8.33E-16
149,-8.775101221,-1.25E-15,4.41E-15,103.4901081,-7.40E-15,-0.101089468,-0.101089468,-0.057131861,-0.057131861,6.57E-16
150,-8.775101221,-1.25E-15,4.41E-15,103.4901081,-7.40E-15,-0.101089468,-0.101089468,-0.057131861,-0.057131861,6.57E-16
151,-8.812200378,0.001006349,0.000396503,102.2641252,0.087468522,-0.071558999,-0.071559933,-0.096908333,-0.096907697,1.50E-05
152,-8.812200378,0.001006349,0.000396503,102.2641252,0.087468522,-0.071558999,-0.071559933,-0.096908333,-0.096907697,1.50E-05
153,-8.924976618,0.003502552,0.004090616,100.9695789,0.466537023,-0.166541787,-0.166525978,-0.128913755,-0.128864841,0.000121448
154,-8.924976618,0.003502552,0.004090616,100.9695789,0.466537023,-0.166541787,-0.166525978,-0.128913755,-0.128864841,0.000121448
155,-8.331832764,0.044885325,0.029525274,99.70411679,1.428005189,-0.059382835,-0.059344687,-0.072056036,-0.071755456,0.000927221
156,-8.331832764,0.044885325,0.029525274,99.70411679,1.428005189,-0.059382835,-0.059344687,-0.072056036,-0.071755456,0.000927221
157,-8.587000177,0.061624187,0.13244105,98.4984467,3.070112092,-0.110305458,-0.109619475,-0.048203902,-0.047169351,0.002859874
158,-8.587000177,0.061624187,0.13244105,98.4984467,3.070112092,-0.110305458,-0.109619475,-0.048203902,-0.047169351,0.002859874
159,-8.547081628,0.116019057,0.218261857,97.26501228,6.049056467,-0.146559729,-0.147661884,-0.082927395,-0.078868418,0.001814484
160,-8.547081628,0.116019057,0.218261857,97.26501228,6.049056467,-0.146559729,-0.147661884,-0.082927395,-0.078868418,0.001814484
161,-8.147599332,0.510084112,0.776880024,96.07429268,9.170635743,-0.0600441,-0.05978822,-0.133591044,-0.130316812,0.015657631
162,-8.147599332,0.510084112,0.776880024,96.07429268,9.170635743,-0.0600441,-0.05978822,-0.133591044,-0.130316812,0.015657631
163,-8.515499717,0.262020269,1.16799782,94.85015176,14.1148359,-0.166553559,-0.159986096,-0.070810539,-0.062679693,0.007096283
164,-8.515499717,0.262020269,1.16799782,94.85015176,14.1148359,-0.166553559,-0.159986096,-0.070810539,-0.062679693,0.007096283
165,-8.227048711,1.170079243,1.682581706,93.63566799,21.06424512,-0.070859493,-0.076429635,-0.070875973,-0.057803547,-0.000650817
166,-8.227048711,1.170079243,1.682581706,93.63566799,21.06424512,-0.070859493,-0.076429635,-0.070875973,-0.057803547,-0.000650817
167,-8.547755763,0.948134011,3.487180816,92.4555671,25.29388728,-0.111810348,-0.094317162,-0.119481913,-0.076274038,0.007453049
168,-8.547755763,0.948134011,3.487180816,92.4555671,25.29388728,-0.111810348,-0.094317162,-0.119481913,-0.076274038,0.007453049
169,-8.493762079,1.029681074,3.845068553,91.22339696,35.53508205,-0.137896964,-0.163791695,-0.128250804,-0.103252885,-0.070203229
170,-8.493762079,1.029681074,3.845068553,91.22339696,35.53508205,-0.137896964,-0.163791695,-0.128250804,-0.103252885,-0.070203229
171,-7.982862382,2.509983925,6.122096108,90.05503168,42.11277656,-0.083574931,-0.066984684,-0.062859926,-0.110556677,-0.067831995
172,-7.982862382,2.509983925,6.122096108,90.05503168,42.11277656,-0.083574931,-0.066984684,-0.062859926,-0.110556677,-0.067831995
173,-8.144837778,1.501505474,7.180817482,88.86979253,52.4681785,-0.165893767,-0.163106124,-0.093540477,-0.03153018,-0.173477457
174,-8.144837778,1.501505474,7.180817482,88.86979253,52.4681785,-0.165893767,-0.163106124,-0.093540477,-0.03153018,-0.173477457
175,-7.204895374,3.537740703,8.773376746,87.74165835,64.06180658,-0.076038805,-0.077715041,-0.172569323,-0.041335261,-0.26700778
176,-7.204895374,3.537740703,8.773376746,87.74165835,64.06180658,-0.076038805,-0.077715041,-0.172569323,-0.041335261,-0.26700778
177,-7.777484186,2.565890366,11.2965295,86.66087999,72.77873585,-0.16424865,-0.135707499,-0.182915032,-0.039548935,-0.391652875
178,-7.777484186,2.565890366,11.2965295,86.66087999,72.77873585,-0.16424865,-0.135707499,-0.182915032,-0.039548935,-0.391652875
179,-7.157472847,4.26864875,12.17109627,85.55306932,87.56760576,-0.077731873,-0.116291284,-0.124555134,-0.0405145,-0.568325587
180,-7.157472847,4.26864875,12.17109627,85.55306932,87.56760576,-0.077731873,-0.116291284,-0.124555134,-0.0405145,-0.568325587
181,-7.415781059,3.85543186,14.31429222,84.52089778,98.2170836,-0.160477141,-0.126801862,-0.059551219,-0.037582537,-0.682805229
182,-7.415781059,3.85543186,14.31429222,84.52089778,98.2170836,-0.160477141,-0.126801862,-0.059551219,-0.037582537,-0.682805229
183,-6.698724671,4.704857491,14.30017767,83.46240615,116.2562879,-0.108810725,-0.120669535,-0.158080738,-0.039869517,-0.875667098
184,-6.698724671,4.704857491,14.30017767,83.46240615,116.2562879,-0.108810725,-0.120669535,-0.158080738,-0.039869517,-0.875667098
185,-6.524520814,4.763341007,16.28542636,82.56005985,129.3715923,-0.118388017,-0.132132301,-0.241226821,-0.03894603,-0.979643274
186,-6.524520814,4.763341007,16.28542636,82.56005985,129.3715923,-0.118388017,-0.132132301,-0.241226821,-0.03894603,-0.979643274
187,-6.432284287,5.103659305,15.9291594,81.57738489,150.1061042,-0.143846915,-0.130714107,-0.265443005,-0.038851569,-1.176076464
188,-6.432284287,5.103659305,15.9291594,81.57738489,150.1061042,-0.143846915,-0.130714107,-0.265443005,-0.038851569,-1.176076464
189,-5.713323838,6.045833083,17.63857545,80.70973902,166.1242541,-0.07213061,-0.118106102,-0.211758872,-0.039162823,-1.263313222
190,-5.713323838,6.045833083,17.63857545,80.70973902,166.1242541,-0.07213061,-0.118106102,-0.211758872,-0.039162823,-1.263313222
191,-6.010369242,5.627879445,17.30071768,79.81762729,187.3096302,-0.161292095,-0.123363558,-0.133455428,-0.037966208,-1.396003923
192,-6.010369242,5.627879445,17.30071768,79.81762729,187.3096302,-0.161292095,-0.123363558,-0.133455428,-0.037966208,-1.396003923
193,-5.197328246,6.122792907,18.15330009,79.00682728,207.100012,-0.114076792,-0.105445187,-0.103074295,-0.040336901,-1.492664318
194,-5.197328246,6.122792907,18.15330009,79.00682728,207.100012,-0.114076792,-0.105445187,-0.103074295,-0.040336901,-1.492664318
195,-5.041648702,6.220729075,17.48151163,78.22094723,231.5344534,-0.069593727,-0.134860032,-0.09432655,-0.039647304,-1.594085014
196,-5.041648702,6.220729075,17.48151163,78.22094723,231.5344534,-0.069593727,-0.134860032,-0.09432655,-0.039647304,-1.594085014
197,-4.324289801,6.876921414,17.63303881,77.52330915,255.3996858,-0.045979136,-0.075971264,-0.083485237,-0.038971254,-1.606402795
198,-4.324289801,6.876921414,17.63303881,77.52330915,255.3996858,-0.045979136,-0.075971264,-0.083485237,-0.038971254,-1.606402795
